location,date,vaccine,total_vaccinations
Lithuania,2021-01-04,Pfizer/BioNTech,9744
Lithuania,2021-01-05,Pfizer/BioNTech,10367
Lithuania,2021-01-06,Pfizer/BioNTech,13870
Lithuania,2021-01-07,Pfizer/BioNTech,18048
Lithuania,2021-01-08,Pfizer/BioNTech,23235
Lithuania,2021-01-09,Pfizer/BioNTech,23539
Lithuania,2021-01-10,Pfizer/BioNTech,23542
Lithuania,2021-01-11,Pfizer/BioNTech,25748
Lithuania,2021-01-12,Pfizer/BioNTech,27838
Lithuania,2021-01-13,Moderna,163
Lithuania,2021-01-13,Pfizer/BioNTech,33936
Lithuania,2021-01-14,Moderna,471
Lithuania,2021-01-14,Pfizer/BioNTech,42306
Lithuania,2021-01-15,Moderna,1042
Lithuania,2021-01-15,Pfizer/BioNTech,49066
Lithuania,2021-01-16,Moderna,1042
Lithuania,2021-01-16,Pfizer/BioNTech,50170
Lithuania,2021-01-17,Moderna,1043
Lithuania,2021-01-17,Pfizer/BioNTech,51302
Lithuania,2021-01-18,Moderna,1580
Lithuania,2021-01-18,Pfizer/BioNTech,55295
Lithuania,2021-01-19,Moderna,2076
Lithuania,2021-01-19,Pfizer/BioNTech,61094
Lithuania,2021-01-20,Moderna,2314
Lithuania,2021-01-20,Pfizer/BioNTech,64335
Lithuania,2021-01-21,Moderna,2374
Lithuania,2021-01-21,Pfizer/BioNTech,65824
Lithuania,2021-01-22,Moderna,2374
Lithuania,2021-01-22,Pfizer/BioNTech,66217
Lithuania,2021-01-23,Moderna,2374
Lithuania,2021-01-23,Pfizer/BioNTech,66225
Lithuania,2021-01-24,Moderna,2374
Lithuania,2021-01-24,Pfizer/BioNTech,66225
Lithuania,2021-01-25,Moderna,2374
Lithuania,2021-01-25,Pfizer/BioNTech,66331
Lithuania,2021-01-26,Moderna,2374
Lithuania,2021-01-26,Pfizer/BioNTech,69480
Lithuania,2021-01-27,Moderna,2374
Lithuania,2021-01-27,Pfizer/BioNTech,76401
Lithuania,2021-01-28,Moderna,2374
Lithuania,2021-01-28,Pfizer/BioNTech,83514
Lithuania,2021-01-29,Moderna,2374
Lithuania,2021-01-29,Pfizer/BioNTech,91604
Lithuania,2021-01-30,Moderna,2374
Lithuania,2021-01-30,Pfizer/BioNTech,92248
Lithuania,2021-01-31,Moderna,2374
Lithuania,2021-01-31,Pfizer/BioNTech,92256
Lithuania,2021-02-01,Moderna,2374
Lithuania,2021-02-01,Pfizer/BioNTech,95146
Lithuania,2021-02-02,Moderna,2696
Lithuania,2021-02-02,Oxford/AstraZeneca,2
Lithuania,2021-02-02,Pfizer/BioNTech,98742
Lithuania,2021-02-03,Moderna,3327
Lithuania,2021-02-03,Oxford/AstraZeneca,2
Lithuania,2021-02-03,Pfizer/BioNTech,104931
Lithuania,2021-02-04,Moderna,3909
Lithuania,2021-02-04,Oxford/AstraZeneca,3
Lithuania,2021-02-04,Pfizer/BioNTech,114224
Lithuania,2021-02-05,Moderna,4054
Lithuania,2021-02-05,Oxford/AstraZeneca,3
Lithuania,2021-02-05,Pfizer/BioNTech,121428
Lithuania,2021-02-06,Moderna,4054
Lithuania,2021-02-06,Oxford/AstraZeneca,4
Lithuania,2021-02-06,Pfizer/BioNTech,122157
Lithuania,2021-02-07,Moderna,4054
Lithuania,2021-02-07,Oxford/AstraZeneca,4
Lithuania,2021-02-07,Pfizer/BioNTech,122254
Lithuania,2021-02-08,Moderna,4142
Lithuania,2021-02-08,Oxford/AstraZeneca,4
Lithuania,2021-02-08,Pfizer/BioNTech,124835
Lithuania,2021-02-09,Moderna,4382
Lithuania,2021-02-09,Oxford/AstraZeneca,304
Lithuania,2021-02-09,Pfizer/BioNTech,127165
Lithuania,2021-02-10,Moderna,4695
Lithuania,2021-02-10,Oxford/AstraZeneca,3030
Lithuania,2021-02-10,Pfizer/BioNTech,130289
Lithuania,2021-02-11,Moderna,5126
Lithuania,2021-02-11,Oxford/AstraZeneca,5532
Lithuania,2021-02-11,Pfizer/BioNTech,136431
Lithuania,2021-02-12,Moderna,5753
Lithuania,2021-02-12,Oxford/AstraZeneca,7476
Lithuania,2021-02-12,Pfizer/BioNTech,141166
Lithuania,2021-02-13,Moderna,5754
Lithuania,2021-02-13,Oxford/AstraZeneca,7790
Lithuania,2021-02-13,Pfizer/BioNTech,141298
Lithuania,2021-02-14,Moderna,5754
Lithuania,2021-02-14,Oxford/AstraZeneca,7790
Lithuania,2021-02-14,Pfizer/BioNTech,141299
Lithuania,2021-02-15,Moderna,7005
Lithuania,2021-02-15,Oxford/AstraZeneca,9639
Lithuania,2021-02-15,Pfizer/BioNTech,142849
Lithuania,2021-02-16,Moderna,7005
Lithuania,2021-02-16,Oxford/AstraZeneca,9639
Lithuania,2021-02-16,Pfizer/BioNTech,143371
Lithuania,2021-02-17,Moderna,8358
Lithuania,2021-02-17,Oxford/AstraZeneca,10616
Lithuania,2021-02-17,Pfizer/BioNTech,149330
Lithuania,2021-02-18,Moderna,8894
Lithuania,2021-02-18,Oxford/AstraZeneca,12107
Lithuania,2021-02-18,Pfizer/BioNTech,158655
Lithuania,2021-02-19,Moderna,9371
Lithuania,2021-02-19,Oxford/AstraZeneca,14889
Lithuania,2021-02-19,Pfizer/BioNTech,165890
Lithuania,2021-02-20,Moderna,9371
Lithuania,2021-02-20,Oxford/AstraZeneca,15191
Lithuania,2021-02-20,Pfizer/BioNTech,166594
Lithuania,2021-02-21,Moderna,9371
Lithuania,2021-02-21,Oxford/AstraZeneca,15191
Lithuania,2021-02-21,Pfizer/BioNTech,166594
Lithuania,2021-02-22,Moderna,9539
Lithuania,2021-02-22,Oxford/AstraZeneca,17268
Lithuania,2021-02-22,Pfizer/BioNTech,169825
Lithuania,2021-02-23,Moderna,9951
Lithuania,2021-02-23,Oxford/AstraZeneca,19282
Lithuania,2021-02-23,Pfizer/BioNTech,176057
Lithuania,2021-02-24,Moderna,10085
Lithuania,2021-02-24,Oxford/AstraZeneca,21992
Lithuania,2021-02-24,Pfizer/BioNTech,184942
Lithuania,2021-02-25,Moderna,10796
Lithuania,2021-02-25,Oxford/AstraZeneca,26109
Lithuania,2021-02-25,Pfizer/BioNTech,191985
Lithuania,2021-02-26,Moderna,12301
Lithuania,2021-02-26,Oxford/AstraZeneca,30412
Lithuania,2021-02-26,Pfizer/BioNTech,196218
Lithuania,2021-02-27,Moderna,12301
Lithuania,2021-02-27,Oxford/AstraZeneca,31060
Lithuania,2021-02-27,Pfizer/BioNTech,196363
Lithuania,2021-02-28,Moderna,12301
Lithuania,2021-02-28,Oxford/AstraZeneca,31458
Lithuania,2021-02-28,Pfizer/BioNTech,196414
Lithuania,2021-03-01,Moderna,15787
Lithuania,2021-03-01,Oxford/AstraZeneca,34268
Lithuania,2021-03-01,Pfizer/BioNTech,197689
Lithuania,2021-03-02,Moderna,17676
Lithuania,2021-03-02,Oxford/AstraZeneca,35955
Lithuania,2021-03-02,Pfizer/BioNTech,203463
Lithuania,2021-03-03,Moderna,19485
Lithuania,2021-03-03,Oxford/AstraZeneca,39100
Lithuania,2021-03-03,Pfizer/BioNTech,210521
Lithuania,2021-03-04,Moderna,20554
Lithuania,2021-03-04,Oxford/AstraZeneca,42620
Lithuania,2021-03-04,Pfizer/BioNTech,221409
Lithuania,2021-03-05,Moderna,21135
Lithuania,2021-03-05,Oxford/AstraZeneca,46921
Lithuania,2021-03-05,Pfizer/BioNTech,230552
Lithuania,2021-03-06,Moderna,21223
Lithuania,2021-03-06,Oxford/AstraZeneca,47184
Lithuania,2021-03-06,Pfizer/BioNTech,230827
Lithuania,2021-03-07,Moderna,21223
Lithuania,2021-03-07,Oxford/AstraZeneca,47184
Lithuania,2021-03-07,Pfizer/BioNTech,230829
Lithuania,2021-03-08,Moderna,21705
Lithuania,2021-03-08,Oxford/AstraZeneca,53893
Lithuania,2021-03-08,Pfizer/BioNTech,232561
Lithuania,2021-03-09,Moderna,22669
Lithuania,2021-03-09,Oxford/AstraZeneca,56661
Lithuania,2021-03-09,Pfizer/BioNTech,240736
Lithuania,2021-03-10,Moderna,22863
Lithuania,2021-03-10,Oxford/AstraZeneca,62714
Lithuania,2021-03-10,Pfizer/BioNTech,250136
Lithuania,2021-03-11,Moderna,22863
Lithuania,2021-03-11,Oxford/AstraZeneca,63070
Lithuania,2021-03-11,Pfizer/BioNTech,250916
Lithuania,2021-03-12,Moderna,23117
Lithuania,2021-03-12,Oxford/AstraZeneca,69285
Lithuania,2021-03-12,Pfizer/BioNTech,262381
Lithuania,2021-03-13,Moderna,23117
Lithuania,2021-03-13,Oxford/AstraZeneca,69573
Lithuania,2021-03-13,Pfizer/BioNTech,263840
Lithuania,2021-03-14,Moderna,23117
Lithuania,2021-03-14,Oxford/AstraZeneca,69581
Lithuania,2021-03-14,Pfizer/BioNTech,263857
Lithuania,2021-03-15,Moderna,23217
Lithuania,2021-03-15,Oxford/AstraZeneca,75357
Lithuania,2021-03-15,Pfizer/BioNTech,266035
Lithuania,2021-03-16,Moderna,23420
Lithuania,2021-03-16,Oxford/AstraZeneca,78688
Lithuania,2021-03-16,Pfizer/BioNTech,272707
Lithuania,2021-03-17,Moderna,23526
Lithuania,2021-03-17,Oxford/AstraZeneca,78782
Lithuania,2021-03-17,Pfizer/BioNTech,283049
Lithuania,2021-03-18,Moderna,23658
Lithuania,2021-03-18,Oxford/AstraZeneca,78809
Lithuania,2021-03-18,Pfizer/BioNTech,291290
Lithuania,2021-03-19,Moderna,25868
Lithuania,2021-03-19,Oxford/AstraZeneca,79336
Lithuania,2021-03-19,Pfizer/BioNTech,297809
Lithuania,2021-03-20,Moderna,26402
Lithuania,2021-03-20,Oxford/AstraZeneca,79336
Lithuania,2021-03-20,Pfizer/BioNTech,298008
Lithuania,2021-03-21,Moderna,26404
Lithuania,2021-03-21,Oxford/AstraZeneca,79336
Lithuania,2021-03-21,Pfizer/BioNTech,298038
Lithuania,2021-03-22,Moderna,31217
Lithuania,2021-03-22,Oxford/AstraZeneca,81631
Lithuania,2021-03-22,Pfizer/BioNTech,299171
Lithuania,2021-03-23,Moderna,32774
Lithuania,2021-03-23,Oxford/AstraZeneca,84418
Lithuania,2021-03-23,Pfizer/BioNTech,307724
Lithuania,2021-03-24,Moderna,33889
Lithuania,2021-03-24,Oxford/AstraZeneca,89010
Lithuania,2021-03-24,Pfizer/BioNTech,319637
Lithuania,2021-03-25,Moderna,34894
Lithuania,2021-03-25,Oxford/AstraZeneca,93466
Lithuania,2021-03-25,Pfizer/BioNTech,331131
Lithuania,2021-03-26,Moderna,36522
Lithuania,2021-03-26,Oxford/AstraZeneca,99031
Lithuania,2021-03-26,Pfizer/BioNTech,340380
Lithuania,2021-03-27,Moderna,36598
Lithuania,2021-03-27,Oxford/AstraZeneca,101856
Lithuania,2021-03-27,Pfizer/BioNTech,340631
Lithuania,2021-03-28,Moderna,36598
Lithuania,2021-03-28,Oxford/AstraZeneca,101957
Lithuania,2021-03-28,Pfizer/BioNTech,340715
Lithuania,2021-03-29,Moderna,38020
Lithuania,2021-03-29,Oxford/AstraZeneca,107407
Lithuania,2021-03-29,Pfizer/BioNTech,341704
Lithuania,2021-03-30,Moderna,38209
Lithuania,2021-03-30,Oxford/AstraZeneca,109939
Lithuania,2021-03-30,Pfizer/BioNTech,351861
Lithuania,2021-03-31,Moderna,39648
Lithuania,2021-03-31,Oxford/AstraZeneca,111999
Lithuania,2021-03-31,Pfizer/BioNTech,369078
Lithuania,2021-04-01,Moderna,46902
Lithuania,2021-04-01,Oxford/AstraZeneca,114857
Lithuania,2021-04-01,Pfizer/BioNTech,377254
Lithuania,2021-04-02,Moderna,53404
Lithuania,2021-04-02,Oxford/AstraZeneca,120558
Lithuania,2021-04-02,Pfizer/BioNTech,384844
Lithuania,2021-04-03,Moderna,53597
Lithuania,2021-04-03,Oxford/AstraZeneca,128269
Lithuania,2021-04-03,Pfizer/BioNTech,385610
Lithuania,2021-04-04,Moderna,53597
Lithuania,2021-04-04,Oxford/AstraZeneca,130672
Lithuania,2021-04-04,Pfizer/BioNTech,385616
Lithuania,2021-04-05,Moderna,53607
Lithuania,2021-04-05,Oxford/AstraZeneca,134181
Lithuania,2021-04-05,Pfizer/BioNTech,385812
Lithuania,2021-04-06,Moderna,56275
Lithuania,2021-04-06,Oxford/AstraZeneca,144768
Lithuania,2021-04-06,Pfizer/BioNTech,387251
Lithuania,2021-04-07,Moderna,57525
Lithuania,2021-04-07,Oxford/AstraZeneca,154719
Lithuania,2021-04-07,Pfizer/BioNTech,388797
Lithuania,2021-04-08,Moderna,58942
Lithuania,2021-04-08,Oxford/AstraZeneca,157446
Lithuania,2021-04-08,Pfizer/BioNTech,411585
Lithuania,2021-04-09,Moderna,59373
Lithuania,2021-04-09,Oxford/AstraZeneca,162683
Lithuania,2021-04-09,Pfizer/BioNTech,439388
Lithuania,2021-04-10,Moderna,59451
Lithuania,2021-04-10,Oxford/AstraZeneca,166875
Lithuania,2021-04-10,Pfizer/BioNTech,450736
Lithuania,2021-04-11,Moderna,59505
Lithuania,2021-04-11,Oxford/AstraZeneca,167496
Lithuania,2021-04-11,Pfizer/BioNTech,451780
Lithuania,2021-04-12,Moderna,59762
Lithuania,2021-04-12,Oxford/AstraZeneca,171525
Lithuania,2021-04-12,Pfizer/BioNTech,456245
Lithuania,2021-04-13,Moderna,60170
Lithuania,2021-04-13,Oxford/AstraZeneca,174070
Lithuania,2021-04-13,Pfizer/BioNTech,472118
Lithuania,2021-04-14,Moderna,60392
Lithuania,2021-04-14,Oxford/AstraZeneca,175138
Lithuania,2021-04-14,Pfizer/BioNTech,497613
Lithuania,2021-04-15,Moderna,60641
Lithuania,2021-04-15,Oxford/AstraZeneca,178458
Lithuania,2021-04-15,Pfizer/BioNTech,517221
Lithuania,2021-04-16,Moderna,60908
Lithuania,2021-04-16,Oxford/AstraZeneca,184693
Lithuania,2021-04-16,Pfizer/BioNTech,531131
Lithuania,2021-04-17,Moderna,60940
Lithuania,2021-04-17,Oxford/AstraZeneca,185869
Lithuania,2021-04-17,Pfizer/BioNTech,532430
Lithuania,2021-04-18,Moderna,60940
Lithuania,2021-04-18,Oxford/AstraZeneca,185949
Lithuania,2021-04-18,Pfizer/BioNTech,532434
Lithuania,2021-04-19,Moderna,61371
Lithuania,2021-04-19,Oxford/AstraZeneca,189922
Lithuania,2021-04-19,Pfizer/BioNTech,533874
Lithuania,2021-04-20,Moderna,63127
Lithuania,2021-04-20,Oxford/AstraZeneca,191391
Lithuania,2021-04-20,Pfizer/BioNTech,545909
Lithuania,2021-04-21,Johnson&Johnson,4
Lithuania,2021-04-21,Moderna,67270
Lithuania,2021-04-21,Oxford/AstraZeneca,192035
Lithuania,2021-04-21,Pfizer/BioNTech,567782
Lithuania,2021-04-22,Johnson&Johnson,4
Lithuania,2021-04-22,Moderna,71183
Lithuania,2021-04-22,Oxford/AstraZeneca,194156
Lithuania,2021-04-22,Pfizer/BioNTech,587878
Lithuania,2021-04-23,Johnson&Johnson,6
Lithuania,2021-04-23,Moderna,72646
Lithuania,2021-04-23,Oxford/AstraZeneca,202030
Lithuania,2021-04-23,Pfizer/BioNTech,603184
Lithuania,2021-04-24,Johnson&Johnson,6
Lithuania,2021-04-24,Moderna,73998
Lithuania,2021-04-24,Oxford/AstraZeneca,203302
Lithuania,2021-04-24,Pfizer/BioNTech,605101
Lithuania,2021-04-25,Johnson&Johnson,6
Lithuania,2021-04-25,Moderna,73999
Lithuania,2021-04-25,Oxford/AstraZeneca,203323
Lithuania,2021-04-25,Pfizer/BioNTech,605346
Lithuania,2021-04-26,Johnson&Johnson,16
Lithuania,2021-04-26,Moderna,74811
Lithuania,2021-04-26,Oxford/AstraZeneca,207595
Lithuania,2021-04-26,Pfizer/BioNTech,606427
Lithuania,2021-04-27,Johnson&Johnson,64
Lithuania,2021-04-27,Moderna,75234
Lithuania,2021-04-27,Oxford/AstraZeneca,208960
Lithuania,2021-04-27,Pfizer/BioNTech,617677
Lithuania,2021-04-28,Johnson&Johnson,226
Lithuania,2021-04-28,Moderna,75805
Lithuania,2021-04-28,Oxford/AstraZeneca,209649
Lithuania,2021-04-28,Pfizer/BioNTech,631636
Lithuania,2021-04-29,Johnson&Johnson,334
Lithuania,2021-04-29,Moderna,77883
Lithuania,2021-04-29,Oxford/AstraZeneca,211804
Lithuania,2021-04-29,Pfizer/BioNTech,659989
Lithuania,2021-04-30,Johnson&Johnson,424
Lithuania,2021-04-30,Moderna,82292
Lithuania,2021-04-30,Oxford/AstraZeneca,213488
Lithuania,2021-04-30,Pfizer/BioNTech,691508
Lithuania,2021-05-01,Johnson&Johnson,464
Lithuania,2021-05-01,Moderna,82719
Lithuania,2021-05-01,Oxford/AstraZeneca,214324
Lithuania,2021-05-01,Pfizer/BioNTech,705989
Lithuania,2021-05-02,Johnson&Johnson,464
Lithuania,2021-05-02,Moderna,82720
Lithuania,2021-05-02,Oxford/AstraZeneca,214331
Lithuania,2021-05-02,Pfizer/BioNTech,706727
Lithuania,2021-05-03,Johnson&Johnson,588
Lithuania,2021-05-03,Moderna,85992
Lithuania,2021-05-03,Oxford/AstraZeneca,219066
Lithuania,2021-05-03,Pfizer/BioNTech,711990
Lithuania,2021-05-04,Johnson&Johnson,898
Lithuania,2021-05-04,Moderna,89093
Lithuania,2021-05-04,Oxford/AstraZeneca,222576
Lithuania,2021-05-04,Pfizer/BioNTech,733366
Lithuania,2021-05-05,Johnson&Johnson,1426
Lithuania,2021-05-05,Moderna,90742
Lithuania,2021-05-05,Oxford/AstraZeneca,225823
Lithuania,2021-05-05,Pfizer/BioNTech,762672
Lithuania,2021-05-06,Johnson&Johnson,2072
Lithuania,2021-05-06,Moderna,96444
Lithuania,2021-05-06,Oxford/AstraZeneca,229698
Lithuania,2021-05-06,Pfizer/BioNTech,788016
Lithuania,2021-05-07,Johnson&Johnson,3736
Lithuania,2021-05-07,Moderna,100985
Lithuania,2021-05-07,Oxford/AstraZeneca,238457
Lithuania,2021-05-07,Pfizer/BioNTech,806908
Lithuania,2021-05-08,Johnson&Johnson,4036
Lithuania,2021-05-08,Moderna,102436
Lithuania,2021-05-08,Oxford/AstraZeneca,248561
Lithuania,2021-05-08,Pfizer/BioNTech,810867
Lithuania,2021-05-09,Johnson&Johnson,4038
Lithuania,2021-05-09,Moderna,102436
Lithuania,2021-05-09,Oxford/AstraZeneca,255694
Lithuania,2021-05-09,Pfizer/BioNTech,810868
Lithuania,2021-05-10,Johnson&Johnson,5690
Lithuania,2021-05-10,Moderna,104747
Lithuania,2021-05-10,Oxford/AstraZeneca,269916
Lithuania,2021-05-10,Pfizer/BioNTech,813334
Lithuania,2021-05-11,Johnson&Johnson,6420
Lithuania,2021-05-11,Moderna,107556
Lithuania,2021-05-11,Oxford/AstraZeneca,273050
Lithuania,2021-05-11,Pfizer/BioNTech,833151
Lithuania,2021-05-12,Johnson&Johnson,6856
Lithuania,2021-05-12,Moderna,108747
Lithuania,2021-05-12,Oxford/AstraZeneca,275649
Lithuania,2021-05-12,Pfizer/BioNTech,860630
Lithuania,2021-05-13,Johnson&Johnson,7776
Lithuania,2021-05-13,Moderna,110859
Lithuania,2021-05-13,Oxford/AstraZeneca,278476
Lithuania,2021-05-13,Pfizer/BioNTech,884974
Lithuania,2021-05-14,Johnson&Johnson,8438
Lithuania,2021-05-14,Moderna,113671
Lithuania,2021-05-14,Oxford/AstraZeneca,282591
Lithuania,2021-05-14,Pfizer/BioNTech,908956
Lithuania,2021-05-15,Johnson&Johnson,8470
Lithuania,2021-05-15,Moderna,113911
Lithuania,2021-05-15,Oxford/AstraZeneca,285207
Lithuania,2021-05-15,Pfizer/BioNTech,912206
Lithuania,2021-05-16,Johnson&Johnson,8470
Lithuania,2021-05-16,Moderna,114036
Lithuania,2021-05-16,Oxford/AstraZeneca,285247
Lithuania,2021-05-16,Pfizer/BioNTech,912542
Lithuania,2021-05-17,Johnson&Johnson,9336
Lithuania,2021-05-17,Moderna,122460
Lithuania,2021-05-17,Oxford/AstraZeneca,289580
Lithuania,2021-05-17,Pfizer/BioNTech,914710
Lithuania,2021-05-18,Johnson&Johnson,10586
Lithuania,2021-05-18,Moderna,124540
Lithuania,2021-05-18,Oxford/AstraZeneca,292279
Lithuania,2021-05-18,Pfizer/BioNTech,933293
Lithuania,2021-05-19,Johnson&Johnson,11900
Lithuania,2021-05-19,Moderna,127677
Lithuania,2021-05-19,Oxford/AstraZeneca,295966
Lithuania,2021-05-19,Pfizer/BioNTech,958395
Lithuania,2021-05-20,Johnson&Johnson,14254
Lithuania,2021-05-20,Moderna,130358
Lithuania,2021-05-20,Oxford/AstraZeneca,300474
Lithuania,2021-05-20,Pfizer/BioNTech,981550
Lithuania,2021-05-21,Johnson&Johnson,16224
Lithuania,2021-05-21,Moderna,133108
Lithuania,2021-05-21,Oxford/AstraZeneca,304517
Lithuania,2021-05-21,Pfizer/BioNTech,998699
Lithuania,2021-05-22,Johnson&Johnson,16658
Lithuania,2021-05-22,Moderna,134635
Lithuania,2021-05-22,Oxford/AstraZeneca,304882
Lithuania,2021-05-22,Pfizer/BioNTech,1005463
Lithuania,2021-05-23,Johnson&Johnson,17302
Lithuania,2021-05-23,Moderna,134770
Lithuania,2021-05-23,Oxford/AstraZeneca,304911
Lithuania,2021-05-23,Pfizer/BioNTech,1006486
Lithuania,2021-05-24,Johnson&Johnson,19450
Lithuania,2021-05-24,Moderna,137408
Lithuania,2021-05-24,Oxford/AstraZeneca,308789
Lithuania,2021-05-24,Pfizer/BioNTech,1012381
Lithuania,2021-05-25,Johnson&Johnson,21268
Lithuania,2021-05-25,Moderna,139699
Lithuania,2021-05-25,Oxford/AstraZeneca,311728
Lithuania,2021-05-25,Pfizer/BioNTech,1031105
Lithuania,2021-05-26,Johnson&Johnson,22884
Lithuania,2021-05-26,Moderna,140659
Lithuania,2021-05-26,Oxford/AstraZeneca,315545
Lithuania,2021-05-26,Pfizer/BioNTech,1054013
Lithuania,2021-05-27,Johnson&Johnson,25068
Lithuania,2021-05-27,Moderna,141495
Lithuania,2021-05-27,Oxford/AstraZeneca,318411
Lithuania,2021-05-27,Pfizer/BioNTech,1078560
Lithuania,2021-05-28,Johnson&Johnson,28012
Lithuania,2021-05-28,Moderna,144583
Lithuania,2021-05-28,Oxford/AstraZeneca,322214
Lithuania,2021-05-28,Pfizer/BioNTech,1101264
Lithuania,2021-05-29,Johnson&Johnson,34220
Lithuania,2021-05-29,Moderna,144889
Lithuania,2021-05-29,Oxford/AstraZeneca,322503
Lithuania,2021-05-29,Pfizer/BioNTech,1106007
Lithuania,2021-05-30,Johnson&Johnson,34220
Lithuania,2021-05-30,Moderna,144951
Lithuania,2021-05-30,Oxford/AstraZeneca,322521
Lithuania,2021-05-30,Pfizer/BioNTech,1106519
Lithuania,2021-05-31,Johnson&Johnson,35070
Lithuania,2021-05-31,Moderna,148896
Lithuania,2021-05-31,Oxford/AstraZeneca,332400
Lithuania,2021-05-31,Pfizer/BioNTech,1110356
Lithuania,2021-06-01,Johnson&Johnson,36452
Lithuania,2021-06-01,Moderna,151858
Lithuania,2021-06-01,Oxford/AstraZeneca,334970
Lithuania,2021-06-01,Pfizer/BioNTech,1136232
Lithuania,2021-06-02,Johnson&Johnson,37864
Lithuania,2021-06-02,Moderna,153297
Lithuania,2021-06-02,Oxford/AstraZeneca,340352
Lithuania,2021-06-02,Pfizer/BioNTech,1168680
Lithuania,2021-06-03,Johnson&Johnson,40064
Lithuania,2021-06-03,Moderna,155326
Lithuania,2021-06-03,Oxford/AstraZeneca,343365
Lithuania,2021-06-03,Pfizer/BioNTech,1199111
Lithuania,2021-06-04,Johnson&Johnson,43098
Lithuania,2021-06-04,Moderna,158612
Lithuania,2021-06-04,Oxford/AstraZeneca,349950
Lithuania,2021-06-04,Pfizer/BioNTech,1228793
Lithuania,2021-06-05,Johnson&Johnson,47876
Lithuania,2021-06-05,Moderna,160302
Lithuania,2021-06-05,Oxford/AstraZeneca,350347
Lithuania,2021-06-05,Pfizer/BioNTech,1240255
Lithuania,2021-06-06,Johnson&Johnson,47884
Lithuania,2021-06-06,Moderna,160396
Lithuania,2021-06-06,Oxford/AstraZeneca,350401
Lithuania,2021-06-06,Pfizer/BioNTech,1245721
Lithuania,2021-06-07,Johnson&Johnson,51096
Lithuania,2021-06-07,Moderna,163111
Lithuania,2021-06-07,Oxford/AstraZeneca,362655
Lithuania,2021-06-07,Pfizer/BioNTech,1250674
Lithuania,2021-06-08,Johnson&Johnson,54198
Lithuania,2021-06-08,Moderna,166002
Lithuania,2021-06-08,Oxford/AstraZeneca,366434
Lithuania,2021-06-08,Pfizer/BioNTech,1268780
Lithuania,2021-06-09,Johnson&Johnson,58010
Lithuania,2021-06-09,Moderna,167818
Lithuania,2021-06-09,Oxford/AstraZeneca,369152
Lithuania,2021-06-09,Pfizer/BioNTech,1290046
Lithuania,2021-06-10,Johnson&Johnson,61584
Lithuania,2021-06-10,Moderna,170195
Lithuania,2021-06-10,Oxford/AstraZeneca,371051
Lithuania,2021-06-10,Pfizer/BioNTech,1309063
Lithuania,2021-06-11,Johnson&Johnson,65104
Lithuania,2021-06-11,Moderna,173188
Lithuania,2021-06-11,Oxford/AstraZeneca,373048
Lithuania,2021-06-11,Pfizer/BioNTech,1325314
Lithuania,2021-06-12,Johnson&Johnson,67036
Lithuania,2021-06-12,Moderna,173423
Lithuania,2021-06-12,Oxford/AstraZeneca,373318
Lithuania,2021-06-12,Pfizer/BioNTech,1329763
Lithuania,2021-06-13,Johnson&Johnson,73072
Lithuania,2021-06-13,Moderna,173558
Lithuania,2021-06-13,Oxford/AstraZeneca,373395
Lithuania,2021-06-13,Pfizer/BioNTech,1330722
Lithuania,2021-06-14,Johnson&Johnson,74412
Lithuania,2021-06-14,Moderna,182578
Lithuania,2021-06-14,Oxford/AstraZeneca,378527
Lithuania,2021-06-14,Pfizer/BioNTech,1335513
Lithuania,2021-06-15,Johnson&Johnson,78306
Lithuania,2021-06-15,Moderna,184663
Lithuania,2021-06-15,Oxford/AstraZeneca,381488
Lithuania,2021-06-15,Pfizer/BioNTech,1352799
Lithuania,2021-06-16,Johnson&Johnson,80594
Lithuania,2021-06-16,Moderna,187197
Lithuania,2021-06-16,Oxford/AstraZeneca,387295
Lithuania,2021-06-16,Pfizer/BioNTech,1372089
Lithuania,2021-06-17,Johnson&Johnson,83106
Lithuania,2021-06-17,Moderna,189396
Lithuania,2021-06-17,Oxford/AstraZeneca,391711
Lithuania,2021-06-17,Pfizer/BioNTech,1393109
Lithuania,2021-06-18,Johnson&Johnson,84072
Lithuania,2021-06-18,Moderna,190883
Lithuania,2021-06-18,Oxford/AstraZeneca,396658
Lithuania,2021-06-18,Pfizer/BioNTech,1411769
Lithuania,2021-06-19,Johnson&Johnson,85212
Lithuania,2021-06-19,Moderna,191413
Lithuania,2021-06-19,Oxford/AstraZeneca,399804
Lithuania,2021-06-19,Pfizer/BioNTech,1414019
Lithuania,2021-06-20,Johnson&Johnson,85744
Lithuania,2021-06-20,Moderna,191538
Lithuania,2021-06-20,Oxford/AstraZeneca,399902
Lithuania,2021-06-20,Pfizer/BioNTech,1414580
Lithuania,2021-06-21,Johnson&Johnson,87926
Lithuania,2021-06-21,Moderna,193857
Lithuania,2021-06-21,Oxford/AstraZeneca,406377
Lithuania,2021-06-21,Pfizer/BioNTech,1420718
Lithuania,2021-06-22,Johnson&Johnson,88898
Lithuania,2021-06-22,Moderna,195837
Lithuania,2021-06-22,Oxford/AstraZeneca,411531
Lithuania,2021-06-22,Pfizer/BioNTech,1438308
Lithuania,2021-06-23,Johnson&Johnson,89050
Lithuania,2021-06-23,Moderna,196622
Lithuania,2021-06-23,Oxford/AstraZeneca,418946
Lithuania,2021-06-23,Pfizer/BioNTech,1457459
